"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Martial_Status","Product_num","Purchase"
"4743","M","18-25","20","3","4","1","26","233525"
"4744","F","36-45","14","3","2","1","135","1111560"
"4745","M","55+","12","3","3","1","29","237443"
"4746","M","26-35","16","1","4","0","324","3010302"
"4747","M","36-45","17","3","2","1","88","887102"
"4748","F","46-50","6","3","4","1","163","1271124"
"4749","F","36-45","3","3","2","1","57","509915"
"4750","M","18-25","12","3","3","0","11","108483"
"4751","M","46-50","1","3","3","0","15","134046"
"4752","M","55+","11","3","2","1","16","180787"
"4753","F","26-35","4","3","4","0","20","280652"
"4754","M","36-45","0","3","3","0","53","478633"
"4755","F","36-45","17","3","2","0","20","202767"
"4756","M","26-35","4","2","3","0","49","531563"
"4757","M","51-55","4","2","5","1","24","186730"
"4758","M","26-35","3","1","3","0","238","2073465"
"4759","F","46-50","9","3","4","0","12","86176"
"4760","M","46-50","16","1","4","1","9","93931"
"4761","M","46-50","11","2","3","1","115","1199776"
"4762","F","0-17","10","3","2","0","23","126415"
"4763","M","36-45","14","2","2","0","207","2121452"
"4764","M","55+","1","3","2","0","18","250011"
"4765","F","36-45","17","3","1","1","45","579388"
"4766","M","18-25","2","2","2","1","208","1672095"
"4767","F","55+","0","2","5","0","143","1356409"
"4768","M","18-25","4","3","4","0","136","1700694"
"4769","F","26-35","1","3","2","0","99","743886"
"4770","M","36-45","17","3","5","1","18","150704"
"4771","M","26-35","12","1","2","0","57","535792"
"4772","M","26-35","17","3","1","0","42","567862"
"4773","M","36-45","7","3","2","0","24","292134"
"4774","F","26-35","3","2","4","0","41","439296"
"4775","M","36-45","6","3","4","1","27","203383"
"4776","M","36-45","16","2","4","0","211","2129621"
"4777","M","26-35","1","2","2","1","124","1319887"
"4778","M","26-35","12","2","2","1","127","1115028"
"4779","M","26-35","20","3","5","1","13","113964"
"4780","M","26-35","7","3","2","0","101","1160628"
"4781","M","36-45","14","3","5","1","71","622521"
"4782","M","36-45","12","3","5","1","28","305321"
"4783","M","51-55","15","2","2","1","210","2566857"
"4784","F","46-50","1","3","4","1","55","469411"
"4785","M","51-55","17","2","2","1","123","1440408"
"4786","F","51-55","7","2","1","1","96","785166"
"4787","M","36-45","15","3","3","0","64","705471"
"4788","F","36-45","12","2","3","0","69","606748"
"4789","M","18-25","12","3","1","0","29","335859"
"4790","F","26-35","0","1","5","0","37","277678"
"4791","F","51-55","20","1","1","1","10","64526"
"4792","F","26-35","1","3","4","1","28","260984"
"4793","F","26-35","1","2","5","0","29","250513"
"4794","M","26-35","12","2","3","1","50","554605"
"4795","M","18-25","20","3","5","0","83","377249"
"4796","M","46-50","0","3","1","1","134","1049169"
"4797","F","18-25","12","3","2","0","172","1640706"
"4798","M","18-25","0","3","3","0","17","194569"
"4799","M","36-45","1","2","1","1","27","335648"
"4800","F","26-35","15","2","4","1","108","1207708"
"4801","M","18-25","17","3","2","0","97","861482"
"4802","M","46-50","18","3","4","0","15","128552"
"4803","F","36-45","0","3","2","0","20","188381"
"4804","F","36-45","6","3","3","0","24","214748"
"4805","M","0-17","10","3","2","0","9","81535"
"4806","M","46-50","0","2","5","0","63","748598"
"4807","F","26-35","3","1","5","0","174","1280575"
"4808","M","46-50","1","3","2","1","20","195414"
"4809","M","51-55","17","3","1","1","57","523833"
"4810","M","51-55","17","3","4","1","41","475699"
"4811","M","26-35","15","2","4","0","159","1576142"
"4812","F","26-35","0","1","3","0","92","639516"
"4813","M","36-45","17","3","4","0","13","108266"
"4814","F","18-25","4","3","1","0","26","270817"
"4815","M","36-45","0","3","2","1","112","1032874"
"4816","F","18-25","4","1","4","1","12","92888"
"4817","M","26-35","7","3","1","1","94","821863"
"4818","F","51-55","11","2","2","0","135","1229909"
"4819","M","55+","20","3","3","1","13","134986"
"4820","M","46-50","12","2","4","1","148","1382751"
"4821","F","51-55","0","3","2","0","11","94097"
"4822","M","51-55","17","3","3","1","12","171439"
"4823","M","51-55","0","3","5","1","75","726680"
"4824","F","36-45","1","2","2","0","143","1192738"
"4825","M","36-45","17","3","2","1","56","590206"
"4826","M","46-50","2","1","2","1","270","1998062"
"4827","M","18-25","4","1","5","0","16","171247"
"4828","M","26-35","16","1","2","1","240","2034226"
"4829","F","36-45","17","2","4","1","169","1568057"
"4830","F","26-35","14","1","2","1","45","384246"
"4831","M","36-45","12","2","5","0","107","1215283"
"4832","M","46-50","0","3","4","1","74","511470"
"4833","M","55+","13","3","2","0","17","81201"
"4834","M","36-45","15","2","2","1","120","1118952"
"4835","M","26-35","2","1","2","1","380","3019808"
"4836","M","18-25","7","2","2","0","239","1933216"
"4837","M","55+","1","1","5","0","38","387876"
"4838","M","26-35","7","3","2","1","77","775686"
"4839","M","26-35","6","2","2","0","128","1221947"
"4840","M","46-50","17","2","2","1","71","663707"
"4841","M","36-45","0","1","2","1","226","2032694"
"4842","M","0-17","10","3","2","0","70","817155"
"4843","M","51-55","14","2","2","1","27","390135"
"4844","M","18-25","4","3","1","0","51","617980"
"4845","F","51-55","20","2","3","1","9","152001"
"4846","M","18-25","19","1","3","0","17","140421"
"4847","F","26-35","12","3","2","0","19","177850"
"4848","M","36-45","7","3","2","1","15","116918"
"4849","M","36-45","0","3","3","0","178","1583662"
"4850","F","55+","2","3","2","1","95","803459"
"4851","M","36-45","20","2","4","1","12","114045"
"4852","M","36-45","0","3","4","0","84","898565"
"4853","M","26-35","11","3","5","1","30","309728"
"4854","M","26-35","4","2","3","0","97","844735"
"4855","M","36-45","14","1","4","0","42","481798"
"4856","M","36-45","2","2","2","1","454","3498404"
"4857","M","26-35","1","2","1","0","105","926085"
"4858","M","26-35","12","3","2","0","20","290045"
"4859","F","46-50","16","1","2","1","74","710948"
"4860","M","36-45","0","1","2","1","102","813839"
"4861","M","36-45","0","3","4","0","81","1116522"
"4862","M","18-25","12","3","1","0","14","225796"
"4863","F","55+","8","1","1","0","39","518203"
"4864","M","26-35","17","1","4","0","15","124607"
"4865","M","26-35","0","3","3","1","38","356538"
"4866","F","26-35","4","2","3","1","27","312204"
"4867","F","55+","14","3","4","1","6","44108"
"4868","F","26-35","2","2","3","0","8","90668"
"4869","M","46-50","17","3","3","0","28","242577"
"4870","M","46-50","17","2","5","0","61","789584"
"4871","M","51-55","20","2","1","1","188","1521768"
"4872","M","36-45","7","1","2","0","12","196400"
"4873","M","0-17","10","1","2","0","29","190836"
"4874","F","18-25","4","3","2","1","34","305061"
"4875","F","55+","13","2","3","1","30","280113"
"4876","M","26-35","4","2","5","0","203","2307401"
"4877","F","26-35","2","2","2","0","110","937439"
"4878","M","26-35","17","2","2","1","129","1226787"
"4879","M","36-45","12","3","2","0","17","236340"
"4880","F","55+","1","3","2","1","24","181212"
"4881","M","46-50","16","2","3","0","225","1782907"
"4882","M","36-45","3","3","2","0","21","241389"
"4883","F","18-25","4","2","2","0","12","122586"
"4884","M","26-35","20","2","2","1","107","1314015"
"4885","F","46-50","16","3","2","1","33","353238"
"4886","M","46-50","15","2","3","1","31","289282"
"4887","M","18-25","4","2","2","0","303","3111194"
"4888","M","51-55","15","1","2","1","10","45551"
"4889","M","18-25","4","3","5","0","42","415917"
"4890","M","46-50","0","3","1","1","75","725342"
"4891","M","36-45","6","2","3","1","329","3184059"
"4892","F","36-45","1","3","3","1","34","238229"
"4893","M","36-45","12","2","5","0","19","246538"
"4894","F","55+","12","3","2","1","133","1206462"
"4895","M","26-35","7","1","5","0","97","857219"
"4896","F","55+","13","3","3","1","48","534907"
"4897","M","51-55","6","2","3","1","95","910309"
"4898","M","36-45","20","1","4","1","65","468098"
"4899","F","46-50","1","3","2","0","42","381933"
"4900","M","26-35","20","2","2","0","61","603315"
"4901","M","26-35","17","2","2","1","441","3384727"
"4902","F","26-35","14","3","2","1","9","82105"
"4903","M","26-35","12","3","4","1","14","87910"
"4904","M","26-35","4","3","2","1","80","790149"
"4905","M","18-25","1","3","2","0","11","121661"
"4906","F","26-35","4","2","1","0","26","238256"
"4907","M","18-25","17","1","4","0","57","461323"
"4908","F","55+","13","3","2","1","24","145089"
"4909","F","26-35","15","3","2","1","77","922050"
"4910","F","26-35","17","2","2","1","122","1081722"
"4911","M","36-45","7","2","2","1","23","192179"
"4912","M","36-45","12","3","1","1","60","601495"
"4913","M","26-35","20","2","1","0","116","1005624"
"4914","F","36-45","4","2","3","1","182","1242419"
"4915","M","46-50","12","3","2","1","56","561577"
"4916","F","46-50","6","3","2","1","48","509451"
"4917","F","18-25","2","1","5","1","191","1407821"
"4918","F","18-25","6","3","3","0","8","75712"
"4919","F","36-45","6","3","1","1","73","624355"
"4920","M","36-45","0","2","4","1","20","132426"
"4921","M","26-35","16","1","1","0","458","4458155"
"4922","M","46-50","6","3","2","0","170","1613382"
"4923","F","36-45","7","3","2","1","45","406560"
"4924","M","26-35","12","2","1","0","107","1087744"
"4925","F","18-25","4","3","2","0","44","405458"
"4926","F","51-55","7","3","1","0","13","109897"
"4927","M","36-45","16","3","3","1","11","149130"
"4928","M","26-35","4","3","4","0","119","1345593"
"4929","M","36-45","2","2","1","0","380","3032876"
"4930","F","36-45","16","1","3","0","22","220354"
"4931","M","46-50","1","3","2","1","91","1019083"
"4932","M","51-55","7","3","5","0","44","435557"
"4933","M","55+","17","3","1","1","27","210003"
"4934","M","46-50","16","3","2","1","71","898783"
"4935","M","46-50","17","3","1","0","44","382180"
"4936","F","18-25","19","3","3","1","103","831564"
"4937","M","51-55","16","3","3","1","12","152610"
"4938","F","0-17","10","2","4","0","58","555005"
"4939","M","18-25","4","2","1","0","60","669094"
"4940","M","26-35","14","3","5","1","133","1295739"
"4941","F","26-35","1","3","5","1","17","177517"
"4942","M","55+","13","2","2","0","21","194902"
"4943","M","36-45","7","3","3","0","36","292005"
"4944","F","55+","0","3","4","1","16","308454"
"4945","M","26-35","2","1","1","0","253","2179525"
"4946","F","26-35","7","2","3","0","39","542201"
"4947","M","46-50","17","1","5","1","27","322716"
"4948","M","0-17","0","2","3","0","390","3343547"
"4949","M","51-55","6","3","2","1","31","400460"
"4950","M","26-35","3","2","5","0","60","501248"
"4951","M","26-35","2","1","1","0","225","2023820"
"4952","M","46-50","7","3","2","0","35","339443"
"4953","M","26-35","4","3","1","0","38","325335"
"4954","F","51-55","12","2","3","1","43","454609"
"4955","F","18-25","4","2","4","0","56","506711"
"4956","M","36-45","1","3","5","0","114","983634"
"4957","M","26-35","4","2","5","1","137","1179007"
"4958","M","18-25","4","2","2","0","133","788671"
"4959","M","55+","17","3","1","0","107","1037907"
"4960","M","26-35","1","3","1","1","93","939606"
"4961","F","26-35","6","2","2","1","153","1288092"
"4962","M","26-35","17","3","2","0","15","209920"
"4963","F","36-45","16","3","3","0","18","172207"
"4964","F","36-45","19","2","4","1","237","2522910"
"4965","M","26-35","17","2","2","1","150","1610370"
"4966","M","55+","14","3","2","1","41","373702"
"4967","M","18-25","10","3","5","1","30","441019"
"4968","F","36-45","1","3","2","1","19","183118"
"4969","M","26-35","11","2","3","0","135","1175172"
"4970","M","55+","16","3","4","0","71","586140"
"4971","M","51-55","7","3","5","1","100","780873"
"4972","M","18-25","0","2","4","0","108","1016820"
"4973","M","51-55","6","2","2","1","430","4236379"
"4974","M","26-35","0","2","2","1","31","223477"
"4975","M","26-35","12","3","3","0","76","905283"
"4976","F","36-45","16","3","2","0","154","2099597"
"4977","M","36-45","20","3","2","0","27","378500"
"4978","M","51-55","7","3","2","1","47","366757"
"4979","F","36-45","1","3","4","1","48","410747"
"4980","F","46-50","0","2","1","0","327","2473543"
"4981","F","26-35","9","2","4","1","194","1414252"
"4982","F","46-50","6","3","3","1","56","450718"
"4983","M","36-45","15","3","5","1","9","98223"
"4984","M","36-45","2","2","2","1","447","3494376"
"4985","M","36-45","13","2","2","0","162","1387261"
"4986","M","26-35","0","1","4","1","268","1692542"
"4987","F","0-17","10","3","3","0","77","710732"
"4988","M","55+","12","1","5","0","20","207532"
"4989","M","36-45","6","3","1","1","13","109381"
"4990","F","26-35","0","2","1","0","8","44432"
"4991","M","0-17","10","2","3","0","64","704300"
"4992","F","26-35","0","1","4","0","13","97615"
"4993","M","51-55","7","1","3","0","99","995744"
"4994","M","26-35","7","3","5","0","100","903800"
"4995","M","26-35","0","1","4","0","11","143511"
"4996","M","51-55","12","3","5","1","52","412733"
"4997","M","36-45","2","2","2","0","148","1236978"
"4998","M","46-50","0","1","5","1","17","204989"
"4999","M","26-35","11","2","5","0","75","713598"
"5000","M","46-50","5","1","1","1","26","285218"
"5001","M","51-55","7","3","2","1","50","572240"
"5002","M","46-50","17","2","2","1","55","559688"
"5003","F","26-35","1","2","4","0","195","1676370"
"5004","M","36-45","7","3","2","1","36","430669"
"5005","M","18-25","11","2","1","0","32","291378"
"5006","M","26-35","17","2","3","0","51","509946"
"5007","M","36-45","7","3","5","0","41","338943"
"5008","M","26-35","12","2","2","0","111","1096818"
"5009","M","18-25","18","3","5","0","65","565925"
"5010","M","26-35","17","2","1","0","79","655477"
"5011","M","51-55","16","1","5","1","71","568730"
"5012","M","26-35","6","2","3","0","205","1822454"
"5013","M","18-25","17","2","3","1","21","299154"
"5014","M","26-35","1","2","2","1","173","1789582"
"5015","M","18-25","4","3","4","1","54","612416"
"5016","F","51-55","0","3","5","1","15","125660"
"5017","M","36-45","7","3","3","1","11","84162"
"5018","M","55+","1","1","1","0","16","147382"
"5019","M","18-25","0","3","1","0","24","290975"
"5020","M","26-35","20","2","3","1","51","467381"
"5021","M","36-45","1","2","4","0","18","189151"
"5022","M","26-35","3","3","4","1","16","164594"
"5023","M","18-25","19","3","2","0","74","456095"
"5024","F","26-35","4","3","2","0","17","145705"
"5025","M","26-35","7","2","4","0","235","1608975"
"5026","M","26-35","16","3","2","1","21","292207"
"5027","M","26-35","16","2","3","0","12","95821"
"5028","M","18-25","14","1","2","1","171","1941163"
"5029","M","36-45","1","3","3","1","49","474101"
"5030","F","18-25","4","3","5","0","95","805441"
"5031","M","36-45","7","3","4","0","11","105821"
"5032","F","18-25","4","3","3","0","14","126901"
"5033","M","26-35","4","3","1","0","173","1476652"
"5034","M","26-35","17","1","2","1","18","210940"
"5035","M","46-50","6","2","2","1","260","2169125"
"5036","F","36-45","17","1","1","0","39","385775"
"5037","M","36-45","6","3","2","1","58","582749"
"5038","M","51-55","6","2","2","1","66","695592"
"5039","M","18-25","15","3","4","0","77","982440"
"5040","M","36-45","7","3","2","1","11","107860"
"5041","F","51-55","4","3","1","0","66","745022"
"5042","M","18-25","4","2","3","0","40","449164"
"5043","M","55+","17","3","2","1","9","122976"
"5044","F","36-45","11","2","2","0","240","2012047"
"5045","M","0-17","10","3","4","0","65","794837"
"5046","M","46-50","1","3","5","0","8","90967"
"5047","F","36-45","9","3","2","0","16","147554"
"5048","M","0-17","10","3","4","0","23","200400"
"5049","M","46-50","14","3","1","1","49","559063"
"5050","M","51-55","0","3","2","1","142","1100041"
"5051","M","26-35","12","1","1","1","18","221859"
"5052","M","36-45","11","3","2","1","67","709250"
"5053","M","26-35","7","3","2","1","23","262319"
"5054","F","36-45","7","2","5","1","149","1353047"
"5055","F","18-25","20","3","2","0","49","457071"
"5056","M","18-25","20","2","5","1","168","1655045"
"5057","F","36-45","4","3","2","0","140","1076189"
"5058","M","36-45","12","3","3","0","37","436866"
"5059","M","18-25","16","3","2","0","68","696118"
"5060","F","36-45","0","3","2","0","18","170913"
"5061","F","26-35","4","1","5","0","21","216742"
"5062","M","26-35","7","3","4","1","13","159541"
"5063","M","36-45","12","2","3","1","103","903375"
"5064","M","26-35","7","3","4","1","32","286722"
"5065","M","36-45","7","2","1","1","40","418845"
"5066","M","55+","7","3","5","1","35","204519"
"5067","F","55+","3","3","4","1","62","563450"
"5068","F","18-25","4","2","1","0","142","968595"
"5069","F","26-35","1","3","1","0","22","218286"
"5070","F","36-45","15","3","3","0","29","318333"
"5071","M","51-55","7","3","2","1","54","479743"
"5072","M","18-25","4","3","2","1","20","154740"
"5073","F","46-50","6","2","5","1","17","170121"
"5074","M","51-55","13","3","5","1","22","248247"
"5075","M","26-35","1","2","1","1","204","1894007"
"5076","M","36-45","7","3","1","0","10","107337"
"5077","M","26-35","0","1","4","1","11","96248"
"5078","M","26-35","4","1","2","1","67","863136"
"5079","M","51-55","1","3","5","0","75","817553"
"5080","F","36-45","17","1","4","0","35","381788"
"5081","M","18-25","2","2","5","0","17","226506"
"5082","M","18-25","0","3","3","0","18","134883"
"5083","F","36-45","9","3","2","0","18","87890"
"5084","F","55+","6","3","2","1","10","123427"
"5085","M","18-25","2","3","2","0","12","86790"
"5086","M","26-35","17","2","4","0","78","767837"
"5087","M","18-25","0","3","2","0","25","317779"
"5088","M","18-25","4","2","3","1","59","850118"
"5089","M","26-35","7","2","5","0","361","3068485"
"5090","F","55+","1","3","2","0","15","137971"
"5091","M","26-35","12","2","2","0","164","1280515"
"5092","M","55+","10","3","2","1","119","931319"
"5093","M","36-45","1","1","2","1","14","130238"
"5094","M","18-25","4","3","5","1","104","997200"
"5095","M","36-45","0","2","2","0","40","491082"
"5096","M","0-17","0","3","5","0","13","126782"
"5097","M","26-35","0","3","1","0","35","364128"
"5098","M","26-35","12","2","5","0","67","775255"
"5099","M","36-45","7","3","2","0","14","180269"
"5100","M","26-35","4","3","2","1","66","767683"
"5101","M","26-35","5","2","1","1","56","551853"
"5102","F","26-35","0","1","5","1","101","882049"
"5103","M","26-35","4","3","2","0","19","225632"
"5104","M","26-35","14","3","2","1","67","643773"
"5105","M","26-35","7","2","5","1","30","331467"
"5106","F","51-55","16","3","2","0","10","72958"
"5107","M","36-45","7","2","3","1","154","1425422"
"5108","F","26-35","0","3","2","1","22","184849"
"5109","F","26-35","4","1","5","0","53","415339"
"5110","M","26-35","1","3","4","1","67","676500"
"5111","M","0-17","10","3","5","0","15","154149"
"5112","M","18-25","4","3","2","0","21","248013"
"5113","F","46-50","1","2","3","1","14","133304"
"5114","F","18-25","0","3","2","1","65","553168"
"5115","F","0-17","10","2","2","0","18","117366"
"5116","F","46-50","14","2","2","1","54","384193"
"5117","F","46-50","14","2","2","1","178","1772334"
"5118","M","51-55","6","2","5","1","161","1401392"
"5119","F","26-35","17","1","2","1","91","763510"
"5120","M","26-35","20","2","1","0","32","375146"
"5121","F","55+","13","3","2","0","70","677390"
"5122","M","18-25","4","3","2","1","44","501623"
"5123","M","0-17","10","1","4","0","80","971188"
"5124","M","26-35","16","2","5","1","432","3684996"
"5125","F","26-35","2","1","5","0","42","419721"
"5126","M","36-45","4","3","2","0","13","138285"
"5127","M","26-35","6","2","2","1","21","194255"
"5128","M","36-45","7","1","2","1","104","787624"
"5129","M","36-45","12","1","4","0","54","602801"
"5130","F","26-35","14","3","3","0","32","217308"
"5131","M","36-45","7","2","2","0","60","768140"
"5132","M","18-25","4","2","5","0","79","828303"
"5133","M","46-50","1","2","3","1","143","1339917"
"5134","M","36-45","1","3","2","0","19","206999"
"5135","M","36-45","7","3","3","0","50","423439"
"5136","M","18-25","0","2","5","0","175","1418399"
"5137","M","26-35","12","3","4","1","53","607847"
"5138","F","26-35","0","1","2","0","205","1947865"
"5139","M","26-35","7","1","5","0","52","341147"
"5140","M","55+","20","2","4","1","167","1530704"
"5141","M","26-35","0","1","5","0","9","48968"
"5142","M","26-35","17","1","5","0","48","446597"
"5143","F","26-35","4","2","2","1","44","432939"
"5144","M","26-35","20","2","3","0","165","1451150"
"5145","F","26-35","7","2","2","0","87","902677"
"5146","F","26-35","14","2","3","1","28","198278"
"5147","M","18-25","4","3","4","0","14","124706"
"5148","M","26-35","2","1","3","0","136","1264890"
"5149","F","18-25","4","2","2","1","168","1167721"
"5150","M","18-25","2","3","2","1","162","1688427"
"5151","M","26-35","16","3","2","0","33","357686"
"5152","M","18-25","4","1","2","0","24","244659"
"5153","M","46-50","16","2","1","0","102","803636"
"5154","M","26-35","8","3","1","0","113","1030501"
"5155","M","55+","13","1","4","0","21","168096"
"5156","F","18-25","4","2","1","1","21","200246"
"5157","M","46-50","1","3","4","1","39","402115"
"5158","M","26-35","0","1","2","0","18","140735"
"5159","M","26-35","12","3","3","0","37","418755"
"5160","M","26-35","2","1","1","1","71","706145"
"5161","M","36-45","7","3","2","1","11","112623"
"5162","F","0-17","0","3","3","0","37","368872"
"5163","M","26-35","12","3","5","0","19","252528"
"5164","M","36-45","17","2","2","0","20","195445"
"5165","M","26-35","2","2","4","1","27","181249"
"5166","M","26-35","20","1","1","0","154","1593297"
"5167","M","26-35","17","3","2","1","74","690414"
"5168","F","0-17","10","1","2","0","127","887283"
"5169","F","55+","6","3","4","1","25","238305"
"5170","F","36-45","9","1","5","1","19","161084"
"5171","F","18-25","4","3","4","1","124","1158311"
"5172","F","26-35","17","2","5","0","326","2782495"
"5173","M","26-35","5","3","2","0","35","428084"
"5174","M","55+","7","3","3","0","20","219835"
"5175","M","26-35","0","3","2","0","13","102863"
"5176","F","55+","1","3","4","0","49","475215"
"5177","M","51-55","0","3","3","1","22","182860"
"5178","M","26-35","1","1","2","0","392","3824963"
"5179","M","55+","0","1","4","0","39","324718"
"5180","F","26-35","0","1","3","0","12","95730"
"5181","M","26-35","12","1","2","1","18","162770"
"5182","M","18-25","4","1","3","0","18","156681"
"5183","F","26-35","0","1","2","0","273","2436019"
"5184","M","18-25","17","2","5","1","52","640362"
"5185","M","18-25","17","2","2","0","214","2221704"
"5186","F","18-25","5","2","4","0","10","73112"
"5187","M","26-35","4","3","1","0","157","1174918"
"5188","M","36-45","17","1","4","1","47","470917"
"5189","M","26-35","20","2","2","1","129","1313786"
"5190","M","26-35","7","3","1","1","84","970073"
"5191","F","51-55","7","3","4","1","26","165534"
"5192","M","26-35","2","1","2","1","55","319679"
"5193","M","26-35","7","1","2","0","89","953683"
"5194","F","26-35","4","2","4","1","22","154698"
"5195","F","26-35","5","2","2","0","287","2760723"
"5196","F","26-35","0","3","3","0","34","294664"
"5197","M","18-25","4","3","3","0","35","583699"
"5198","F","26-35","7","1","5","0","440","3648899"
"5199","F","55+","13","3","5","1","31","147526"
"5200","M","26-35","14","2","2","1","83","794561"
"5201","M","55+","7","3","5","0","26","444209"
"5202","F","36-45","3","3","4","1","92","1018397"
"5203","M","26-35","17","3","5","0","43","546618"
"5204","M","18-25","17","3","2","0","58","778508"
"5205","F","51-55","3","3","2","1","104","840183"
"5206","F","26-35","3","3","2","1","66","558092"
"5207","F","36-45","7","2","3","0","57","621694"
"5208","F","26-35","9","1","2","1","16","188449"
"5209","F","51-55","1","3","4","0","108","855262"
"5210","F","26-35","17","3","3","1","188","1821818"
"5211","F","26-35","3","1","3","0","20","188016"
"5212","M","26-35","6","1","2","0","128","1071989"
"5213","M","18-25","5","2","2","0","21","164935"
"5214","F","51-55","2","3","2","1","125","1069855"
"5215","M","18-25","5","1","2","0","116","1183953"
"5216","F","46-50","1","3","5","1","10","133191"
"5217","F","36-45","5","3","2","1","113","904092"
"5218","M","26-35","6","3","5","1","57","540219"
"5219","M","55+","0","2","1","1","108","1084605"
"5220","F","18-25","20","2","3","1","26","249800"
"5221","M","36-45","7","3","3","0","13","195218"
"5222","M","18-25","16","2","4","0","269","2992433"
"5223","M","18-25","12","3","3","0","20","188270"
"5224","F","51-55","16","1","4","0","104","889029"
"5225","M","36-45","13","3","2","0","47","364286"
"5226","M","55+","13","3","2","0","37","565272"
"5227","F","26-35","3","1","4","0","204","2175222"
"5228","M","18-25","12","3","1","0","148","1458661"
"5229","M","18-25","12","3","4","0","69","680403"
"5230","M","18-25","4","1","2","0","565","4098692"
"5231","F","26-35","17","3","2","0","48","529870"
"5232","M","26-35","15","1","2","0","132","1384759"
"5233","M","26-35","12","3","2","0","13","114977"
"5234","M","26-35","11","1","1","0","180","1718066"
"5235","M","26-35","4","3","4","0","17","193729"
"5236","M","18-25","12","1","2","0","15","205532"
"5237","M","36-45","7","3","5","0","23","198964"
"5238","M","26-35","0","3","1","0","19","188574"
"5239","M","26-35","17","2","2","1","120","1168125"
"5240","F","18-25","3","2","4","0","22","197641"
"5241","M","36-45","18","1","2","0","101","906614"
"5242","M","26-35","7","3","2","0","20","190769"
"5243","M","18-25","4","3","2","0","13","101234"
"5244","M","26-35","14","2","5","1","16","144427"
"5245","M","18-25","4","3","1","1","31","357828"
"5246","M","36-45","1","3","1","0","19","177858"
"5247","F","26-35","3","1","5","0","25","202385"
"5248","M","26-35","12","2","1","1","25","321802"
"5249","M","26-35","14","3","4","0","78","972922"
"5250","F","26-35","1","2","5","1","405","3537756"
"5251","F","18-25","4","3","2","0","13","156584"
"5252","M","46-50","7","3","5","1","75","741616"
"5253","M","0-17","0","3","2","0","112","1406356"
"5254","M","26-35","7","1","1","0","6","52309"
"5255","M","51-55","1","2","2","1","13","131293"
"5256","M","36-45","7","3","3","0","114","860879"
"5257","M","18-25","0","1","3","0","436","3618431"
"5258","M","51-55","1","3","2","1","61","548637"
"5259","M","26-35","6","3","1","0","41","530899"
"5260","M","18-25","0","2","3","1","187","1639400"
"5261","M","55+","17","3","5","1","13","147697"
"5262","M","26-35","1","3","2","1","30","372144"
"5263","F","18-25","4","3","3","0","15","152231"
"5264","F","18-25","1","3","3","1","78","704642"
"5265","F","26-35","0","3","5","1","48","481680"
"5266","M","0-17","10","2","2","0","84","835673"
"5267","M","26-35","0","3","5","1","108","1057430"
"5268","F","36-45","0","3","4","1","64","434019"
"5269","F","36-45","17","3","2","0","14","132609"
"5270","M","26-35","20","3","4","0","52","502559"
"5271","M","46-50","1","3","3","1","10","89990"
"5272","F","46-50","2","3","4","1","24","193139"
"5273","F","0-17","19","2","2","0","14","88125"
"5274","M","26-35","12","1","4","0","142","1616722"
"5275","M","36-45","1","2","2","0","111","1351067"
"5276","M","0-17","10","3","3","0","47","422817"
"5277","F","26-35","7","3","4","1","29","225462"
"5278","F","26-35","5","3","4","0","24","285764"
"5279","M","18-25","17","3","5","1","27","266068"
"5280","F","26-35","0","3","2","1","117","1101957"
"5281","F","18-25","12","3","4","1","46","470470"
"5282","F","0-17","19","2","5","0","95","545641"
"5283","M","36-45","17","1","2","1","33","291101"
"5284","M","51-55","7","1","3","1","92","680081"
"5285","F","51-55","5","3","1","1","62","648690"
"5286","F","36-45","2","3","3","0","77","744759"
"5287","M","18-25","4","2","2","0","26","230999"
"5288","M","26-35","14","3","2","0","157","1494643"
"5289","M","36-45","19","2","1","0","44","505779"
"5290","F","26-35","6","2","5","0","208","2018576"
"5291","F","26-35","1","2","4","0","60","454285"
"5292","F","46-50","1","2","2","1","78","631138"
"5293","M","55+","1","3","4","1","49","413028"
"5294","M","55+","13","3","4","1","89","827837"
"5295","F","36-45","17","2","4","1","352","2941595"
"5296","F","26-35","7","1","2","1","130","1218503"
"5297","M","46-50","18","3","5","0","25","321720"
"5298","M","18-25","4","2","2","0","21","277865"
"5299","M","26-35","11","3","5","0","73","748732"
"5300","M","26-35","14","3","5","0","43","394020"
"5301","M","55+","13","2","2","1","11","84153"
"5302","F","46-50","2","2","2","1","23","239699"
"5303","M","51-55","7","3","1","1","97","985891"
"5304","M","26-35","7","3","4","1","37","417608"
"5305","M","26-35","12","2","3","0","202","2102630"
"5306","F","18-25","4","3","2","1","22","135962"
"5307","M","26-35","0","3","2","1","74","828371"
"5308","F","51-55","1","3","2","1","54","641090"
"5309","M","46-50","2","1","4","0","73","599031"
"5310","M","46-50","19","1","5","0","195","1402832"
"5311","M","18-25","12","3","2","0","63","839707"
"5312","M","18-25","12","1","2","0","159","1274335"
"5313","F","26-35","1","1","4","1","39","548779"
"5314","M","36-45","6","1","5","0","151","1378745"
"5315","M","18-25","4","3","2","0","124","1255454"
"5316","M","36-45","7","3","1","0","30","323391"
"5317","F","18-25","17","3","5","0","76","801717"
"5318","M","36-45","1","3","5","0","18","130909"
"5319","M","18-25","12","1","2","1","95","995663"
